,Unnamed: 0,gene_clusters,localization_score,clustering_rank
1159,Lmbr1l,1,2.486740739091482,5.3323617
1160,Tuba1b,2,4.988885974221763,75.40716
1161,Tuba1a,0,4.798539147064178,27.141708
1162,Tuba1c,2,5.8566522845953815,41.24629
1163,Tmbim6,5,2.3597998604517443,24.148375
1164,Racgap1,2,4.190488006043221,46.011356
1165,Dip2b,0,2.7052269047884363,4.962128
1166,Bin2,3,2.4937893324176423,24.234165
1167,Galnt6,3,3.176884541110748,3.3177423
1168,Nr4a1,0,5.077781243939298,12.224879
1169,Itgb7,4,3.1207657552457104,29.387606
1170,Rarg,0,3.2024572009808483,4.4397583
1171,Prr13,3,3.404636506742923,54.266582
1172,Crebbp,0,2.666986072889311,7.759834
1173,Socs1,5,5.010097656167113,19.903217
1174,Mcm4,2,5.283886928745953,58.347637
1175,Sdf2l1,2,3.842282894941879,66.53345
1176,Ranbp1,2,3.9519937853381744,78.25598
1177,Klhl6,4,3.331831483347928,9.591759
1178,Klhl24,0,2.715209587438909,5.1133566
1179,Eif4a2,0,3.0539723345451,14.076186
1180,St6gal1,1,2.829385362824895,7.500572
1181,Rtp4,5,8.027383456312783,40.729794
1182,Slc49a4,1,2.856884086017889,5.9517784
1183,Parp14,5,4.747585214661774,11.031301
1184,Dtx3l,5,4.716923990062668,12.476751
1185,Parp9,5,4.108168985663998,14.6390705
1186,Golgb1,1,2.345300155643211,6.3854322
1187,Cox17,3,2.224100525842107,40.017063
1188,Arhgap31,0,3.7107710665036415,8.796328
1189,Zbtb20,0,2.8942559721380428,7.4324737
1190,Tigit,4,8.38539391286296,64.89836
1191,Sidt1,1,4.592881499134577,19.969515
1192,Plcxd2,0,3.21719062631203,10.908107
1193,Cd96,3,2.8244231451788,16.645325
1194,Trat1,1,3.582885367816562,3.6521897
1195,Cd47,4,2.451722941893508,47.499855
1196,Bbx,0,2.6157107085682587,5.358298
1197,Cblb,4,4.55408637634396,21.090511
1198,Nfkbiz,0,4.688996109890617,10.863692
1199,Senp7,3,2.647640794640392,8.064372
1200,St3gal6,4,3.748283208479256,21.165379
1201,Atp5j,2,2.273086106447933,60.642097
1202,Ifnar2,1,3.887369678564561,13.883185
1203,Runx1,3,3.473071354108381,11.600309
1204,Setd4,0,2.8813023230339545,6.525412
1205,Cbr1,1,2.5841232862150374,11.167538
1206,Pigp,0,3.084910109117117,6.3357964
1207,Ttc3,0,3.000326082318913,5.9482203
1208,Brwd1,0,2.599574622686775,5.0012383
1209,Hmgn1,2,3.402304420972985,38.08344
1210,Arid1b,0,2.675944899628818,7.108004
1211,Sytl3,0,3.551408606450948,19.652533
1212,Tagap,0,4.9781132471554495,15.806175
1213,Fam120b,0,2.796727240246415,5.3527794
1214,Psmb1,4,2.3109886848767154,29.543276
1215,Lnpep,3,3.1073743699881224,18.176682
1216,Vmn2r97,0,2.851784255669676,2.8353996
1217,Zfp53,1,2.5435310612765107,13.665536
1218,Zfp945,3,2.4948244410829847,4.050257
1219,Srrm2,0,2.2446425072646847,11.710812
1220,Elob,2,2.266471061657868,54.170868
1221,Pkd1,0,2.678168033229157,4.3258443
1222,Baiap3,3,3.838641960054852,15.146399
1223,Dusp1,0,9.238072496838065,44.66064
1224,Crebrf,0,3.0574930142586774,10.096926
1225,Phf1,0,3.4040075856858687,13.484349
1226,Pacsin1,1,3.9835179768413,11.095398
1227,Stk38,0,2.928359854901659,9.1671295
1228,Srsf3,2,2.535321623293956,61.90745
1229,Pim1,0,4.625578967350709,16.680597
1230,Abcg1,0,2.801700208694058,6.5075207
1231,Akap8l,0,2.7436671573929856,8.847689
1232,Rasal3,1,2.4278765089626533,9.331217
1233,Zfp871,0,2.762795126901901,8.022817
1234,Rps28,0,2.117168918231424,77.40307
1235,Daxx,5,4.296533549443325,13.280888
1236,H2-Ke6,0,2.876744608560391,15.973457
1237,H2-Oa,1,3.852342631860047,9.117201
1238,Brd2,0,2.734744010665436,14.018544
1239,H2-DMa,1,3.057035581028421,8.961857
1240,Psmb9,5,3.0430836787766142,39.361267
1241,Tap1,5,3.8118607393698873,26.823881
1242,1110038B12Rik,1,4.698331296927872,31.178015
1243,Lsm2,2,3.446674497282957,68.021614
1244,Clic1,1,1.931653277015548,68.26969
1245,Csnk2b,4,2.8896227485830885,33.461174
1246,Ltb,4,5.429293269285497,58.673878
1247,Tnf,0,4.831513195117608,11.078743
1248,H2-Q4,5,3.750938768722444,20.448498
1249,H2-Q6,5,3.666816580056083,31.174166
1250,H2-Q7,5,2.216488579450992,32.052937
1251,Ier3,0,4.040357763462961,10.441257
1252,Tubb5,2,3.505129714980205,73.477165
1253,Ppp1r18,3,2.539805251042577,40.704838
1254,H2-T23,5,3.4489849541074578,28.863426
1255,H2-T22,5,3.521081847784532,15.973021
1256,Trim26,0,2.5421108531149703,6.4099584
1257,H2-M3,5,2.76274718627829,14.926971
1258,Gm26917,2,4.086251298596141,30.42513
1259,Gm42418,0,1.5200482566168037,34.826027
1260,AY036118,0,2.87462683514538,10.714584
1261,Cd2ap,0,3.035916683760933,9.61791
1262,Hsp90ab1,2,2.4114162179827217,72.64608
1263,Gtpbp2,0,2.638184693212738,8.344247
1264,Ubr2,0,2.9661231479376213,8.437297
1265,Ccnd3,3,3.1260206719542123,33.522793
1266,Tomm6,2,2.841387320886856,54.15071
1267,Treml2,5,4.053293725745013,15.091902
1268,Apobec2,4,4.577123088031363,19.40897
1269,Unc5cl,4,3.254659071262821,7.503342
1270,Satb1,1,3.842148128527149,19.441774
1271,Gm19585,2,3.1245096783826973,25.331799
1272,Ubxn6,3,2.7144391333976188,13.307973
1273,Ankrd12,0,3.340076374779613,9.732568
1274,Tgif1,0,2.9828725674694856,6.1503997
1275,Myl12a,4,2.255158818841782,44.012074
1276,Smchd1,5,4.044753415263674,47.72014
1277,Lbh,0,3.282960752716172,23.739222
1278,Ehd3,1,3.3471024141604047,11.27495
1279,Birc6,0,2.817435741474893,9.770954
1280,Crim1,0,3.2983296846541106,8.707875
1281,Cebpz,0,3.0642283064084985,17.121098
1282,Cdc42ep3,3,3.355905237991935,18.067293
1283,Srsf7,2,3.3921530631093386,52.369343
1284,Zfp36l2,0,4.557445941646807,30.776693
1285,Thada,0,3.222633000306776,9.347293
1286,Calm2,3,3.4382617513644087,33.90399
1287,Zeb1,0,2.7785560160969736,6.872667
1288,Epc1,0,3.052584146244065,11.017493
1289,Snrpd1,2,3.3027052008414803,77.1939
1290,Map3k2,0,2.560790919328805,7.1997843
1291,Epb41l4aos,1,3.40524797244414,13.389059
1292,Reep5,3,2.885342489818965,53.707638
1293,Egr1,0,4.2427477240402,9.660359
1294,Pura,1,2.284573060082393,9.722212
1295,Ankhd1,0,2.794664537449932,7.8377237
1296,Taf7,0,3.232565128799879,9.899061
1297,Ndfip1,4,3.0677156243918837,43.573566
1298,Arhgap26,0,3.420643653157205,13.025824
1299,Nr3c1,3,2.93132293474516,9.667561
1300,Dmxl1,0,2.5705304426987534,5.401079
1301,Ppic,4,3.554982833707728,6.125625
1302,Gramd3,4,4.1662844088464,19.411596
1303,Lmnb1,2,4.309720100986247,78.518456
1304,Iigp1,5,6.840696587435608,21.610437
1305,Cd74,1,2.663705384619704,2.001201
1306,Adrb2,3,2.962038843990802,4.7674165
1307,Malt1,0,3.294734251227668,7.987927
1308,Sec11c,2,2.6889199639435186,44.757072
1309,Mppe1,1,2.565071112179733,7.4315653
1310,Smad4,0,2.7727408992955453,5.1795745
1311,Smad7,0,3.7810529488255225,15.323749
1312,Atp5a1,2,2.2947971283742112,46.84295
1313,Nfatc1,4,4.082773310291153,24.956152
1314,Mbp,0,2.7554237545784632,8.682955
1315,Cd226,3,4.575739793605575,31.252527
1316,Kmt5b,0,2.6599904137601773,5.2612443
1317,Gstp3,4,5.492110962809564,31.030163
1318,Cdk2ap2,1,2.516500303842328,11.487281
1319,Pitpnm1,0,2.6800223333298248,3.7690535
1320,Ptprcap,4,2.796833421267135,45.69333
1321,Ppp1ca,4,2.152024439537018,42.039047
1322,Clcf1,1,2.6733797100832923,3.9263651
1323,Pold4,4,3.32486579868424,10.405826
1324,Kdm2a,0,2.652753900920107,11.1252985
1325,Banf1,2,2.779690678853028,77.6067
1326,Ctsw,4,4.017240727472594,51.06545
1327,Cfl1,1,1.6985079674626542,63.566147
1328,Malat1,0,2.733608599644404,59.972553
1329,Neat1,0,3.6993518306784976,13.192926
1330,Atg2a,0,2.7935564527176746,5.2397504
1331,Rasgrp2,3,3.851634476402347,32.01194
1332,Ppp1r14b,2,4.465216550364555,37.66358
1333,Fkbp2,2,4.430190772734656,72.65399
1334,Macrod1,1,2.8476196483132474,5.5673513
1335,Slc3a2,0,2.5605136157958843,15.741658
1336,Snhg1,1,3.3395386154816604,29.331383
1337,Rom1,4,5.819502645766359,35.294296
1338,Eef1g,1,3.024008734017378,33.7013
1339,Ahnak,3,4.846833529841168,64.5672
1340,Cd5,4,3.2640086520653924,17.74747
1341,Cd6,3,2.7169695007960994,7.745764
1342,AW112010,4,2.590560976970816,65.422745
1343,Ms4a4c,5,7.161228930399195,47.920002
1344,Ms4a4b,4,1.7107548943837194,73.17513
1345,BE692007,4,3.798113848067637,19.637026
1346,Gm8369,4,3.410529014010714,29.599245
1347,Gm19261,1,3.5819111118331826,7.9690456
1348,Ms4a6b,4,2.991120488140373,51.11233
1349,Tle4,0,2.636176639201148,7.1063046
1350,Vps13a,0,2.589150630323779,7.7122774
1351,Ostf1,4,2.227929137100256,35.791325
1352,Anxa1,4,6.536467492077767,26.005625
1353,Smarca2,0,2.7990333571549457,6.5491433
1354,Insl6,3,4.131304170013691,31.56828
1355,Cd274,5,4.560807939750826,8.123309
1356,Stambpl1,1,2.5130429048703515,9.954322
1357,Fas,4,3.111639598976655,6.405444
1358,Ifit2,5,3.524576190188616,6.60723
1359,Ifit3,5,8.44133552852034,31.386667
1360,Ifit1bl1,5,4.876299053136488,13.97301
1361,Ifit3b,5,5.991260951092027,11.936291
1362,Ifit1,5,7.251759065296301,20.667755
1363,Kif11,2,7.1858930796425655,51.974487
1364,Hells,2,6.012565862238295,65.809265
1365,Pdlim1,1,3.389676450697528,19.134466
1366,Frat2,0,3.6968447197236287,9.294394
1367,Sfxn3,3,3.3205539970060083,17.46095
1368,Oga,0,2.703664383195102,11.345508
1369,Nolc1,2,4.032953129239099,34.170086
1370,Nfkb2,1,2.8394821837931445,6.5300198
1371,Trim8,3,2.7004783160615924,7.3592844
1372,Borcs7,3,4.394855334376668,21.810072
1373,As3mt,3,5.020570678818302,19.47153
1374,Dusp5,0,4.07017275956254,18.241442
1375,Pdcd4,0,3.9351443070573744,23.241419
1376,Ablim1,0,2.732083586770529,12.636596
1377,Plp2,4,4.283669656252884,55.989223
1378,Pim2,4,4.144965552859534,12.759463
1379,Rbm3,4,2.4572022629206205,84.38732
1380,Ddx3x,0,3.45491626866756,23.34707
1381,Slc25a5,2,2.674681672630894,60.176086
1382,Sh2d1a,4,3.729940275032353,30.122284
1383,Mecp2,1,2.406112513683885,7.1268454
1384,Flna,3,3.663422768630337,30.190758
1385,Rpl10,1,1.9557645809826407,52.970116
1386,Taz,0,2.7497631951907278,5.575534
1387,Gab3,0,2.909936508861171,7.1424456
1388,Msn,3,2.4277526285033195,23.720713
1389,Il2rg,1,1.7004939460353825,18.471762
1390,Ogt,4,3.142607311169832,16.685316
1391,Cxcr3,4,7.580513058067869,39.765194
1392,Xist,0,3.5555707426263217,23.573025
1393,Rlim,0,3.290039076001962,9.043508
1394,Itm2a,1,5.257955904358711,12.965059
1395,Rpl36a,1,2.677381423975141,69.58879
1396,Tsc22d3,0,6.315906674310495,35.437935
1397,Huwe1,0,2.9744252082195777,15.113279
1398,Sat1,4,3.1262006856542346,13.429272
1399,Rbbp7,2,3.4095474010697395,50.217724
1400,Gm21887,0,2.937187351829813,12.046263
1401,Gm47283,2,3.56587186047222,29.457277
1402,mt-Nd1,1,4.149614636142037,20.1385
1403,mt-Nd2,1,3.938967240007033,28.057299
1404,mt-Co1,1,2.453632054506232,29.961905
1405,mt-Co2,1,2.385797528337166,19.490568
1406,mt-Atp8,1,4.313124997379102,19.389395
1407,mt-Atp6,1,2.4836941181590837,27.415375
1408,mt-Co3,1,3.149678345217064,20.619358
1409,mt-Nd3,1,4.238843243787203,15.746683
1410,mt-Nd4l,1,3.711702335190642,34.18936
1411,mt-Nd4,1,3.835459081678512,18.329716
1412,mt-Nd5,1,4.234238076584965,15.8581295
1413,mt-Cytb,1,3.053959158776526,34.982162
1414,CAAA01147332.1,4,5.317636349501721,80.70325
1415,AC149090.1,0,4.774432917497961,19.414059
